OKRES,OBEC,OKRSEK,PROP_MAE,OKRSEK_POC_HLASU,url_ps2021,url_ps2025
8106,554561,3001,0.37,826,https://www.volby.cz/appdata/ps2021/vysled/okrsek/8106/554561_3001.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/8106/554561_3001.json
5205,579025,23,0.38,526,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5205/579025_23.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5205/579025_23.json
7204,585441,1,0.44,406,https://www.volby.cz/appdata/ps2021/vysled/okrsek/7204/585441_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/7204/585441_1.json
7105,540773,2,0.46,792,https://www.volby.cz/appdata/ps2021/vysled/okrsek/7105/540773_2.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/7105/540773_2.json
5201,569810,14,0.47,560,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5201/569810_14.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5201/569810_14.json
6204,584975,3,0.49,642,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6204/584975_3.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6204/584975_3.json
5201,570885,1,0.54,317,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5201/570885_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5201/570885_1.json
3101,544256,55,0.57,479,https://www.volby.cz/appdata/ps2021/vysled/okrsek/3101/544256_55.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/3101/544256_55.json
3101,544256,84,0.57,606,https://www.volby.cz/appdata/ps2021/vysled/okrsek/3101/544256_84.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/3101/544256_84.json
3206,559717,4,0.57,731,https://www.volby.cz/appdata/ps2021/vysled/okrsek/3206/559717_4.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/3206/559717_4.json
6202,551287,14005,0.58,757,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6202/551287_14005.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6202/551287_14005.json
3204,557676,2,0.58,1022,https://www.volby.cz/appdata/ps2021/vysled/okrsek/3204/557676_2.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/3204/557676_2.json
5204,576786,1,0.59,476,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5204/576786_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5204/576786_1.json
3203,546208,4005,0.59,492,https://www.volby.cz/appdata/ps2021/vysled/okrsek/3203/546208_4005.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/3203/546208_4005.json
2101,532061,1,0.6,324,https://www.volby.cz/appdata/ps2021/vysled/okrsek/2101/532061_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/2101/532061_1.json
5302,557072,5009,0.61,394,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5302/557072_5009.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5302/557072_5009.json
2103,532053,29,0.61,608,https://www.volby.cz/appdata/ps2021/vysled/okrsek/2103/532053_29.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/2103/532053_29.json
5205,579025,12,0.62,557,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5205/579025_12.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5205/579025_12.json
6101,568759,4,0.62,780,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6101/568759_4.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6101/568759_4.json
5302,575640,3,0.63,606,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5302/575640_3.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5302/575640_3.json
2101,530883,10,0.63,616,https://www.volby.cz/appdata/ps2021/vysled/okrsek/2101/530883_10.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/2101/530883_10.json
3203,545988,2018,0.66,395,https://www.volby.cz/appdata/ps2021/vysled/okrsek/3203/545988_2018.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/3203/545988_2018.json
6202,551198,3010,0.67,312,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6202/551198_3010.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6202/551198_3010.json
2106,534749,1,0.68,338,https://www.volby.cz/appdata/ps2021/vysled/okrsek/2106/534749_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/2106/534749_1.json
3103,545881,17,0.68,597,https://www.volby.cz/appdata/ps2021/vysled/okrsek/3103/545881_17.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/3103/545881_17.json
7103,544710,1,0.69,82,https://www.volby.cz/appdata/ps2021/vysled/okrsek/7103/544710_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/7103/544710_1.json
3205,559211,1,0.69,653,https://www.volby.cz/appdata/ps2021/vysled/okrsek/3205/559211_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/3205/559211_1.json
6202,551147,11003,0.69,795,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6202/551147_11003.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6202/551147_11003.json
5302,555126,2012,0.71,469,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5302/555126_2012.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5302/555126_2012.json
5301,571164,13,0.71,474,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5301/571164_13.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5301/571164_13.json
5205,579114,2,0.74,199,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5205/579114_2.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5205/579114_2.json
6201,581682,2,0.74,685,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6201/581682_2.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6201/581682_2.json
3101,545341,2,0.74,840,https://www.volby.cz/appdata/ps2021/vysled/okrsek/3101/545341_2.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/3101/545341_2.json
3103,545881,7,0.75,324,https://www.volby.cz/appdata/ps2021/vysled/okrsek/3103/545881_7.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/3103/545881_7.json
2106,535320,2,0.75,371,https://www.volby.cz/appdata/ps2021/vysled/okrsek/2106/535320_2.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/2106/535320_2.json
2109,538574,4,0.75,613,https://www.volby.cz/appdata/ps2021/vysled/okrsek/2109/538574_4.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/2109/538574_4.json
8104,599999,1,0.76,373,https://www.volby.cz/appdata/ps2021/vysled/okrsek/8104/599999_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/8104/599999_1.json
6202,551198,3011,0.76,470,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6202/551198_3011.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6202/551198_3011.json
6104,590266,1,0.77,561,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6104/590266_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6104/590266_1.json
7102,505587,2,0.78,353,https://www.volby.cz/appdata/ps2021/vysled/okrsek/7102/505587_2.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/7102/505587_2.json
6102,586846,34,0.78,400,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6102/586846_34.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6102/586846_34.json
5201,569810,27,0.78,672,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5201/569810_27.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5201/569810_27.json
2106,535052,1,0.78,787,https://www.volby.cz/appdata/ps2021/vysled/okrsek/2106/535052_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/2106/535052_1.json
5301,571776,1,0.79,406,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5301/571776_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5301/571776_1.json
3205,558915,2,0.8,218,https://www.volby.cz/appdata/ps2021/vysled/okrsek/3205/558915_2.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/3205/558915_2.json
4102,554961,26,0.81,540,https://www.volby.cz/appdata/ps2021/vysled/okrsek/4102/554961_26.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/4102/554961_26.json
6202,551112,17004,0.81,573,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6202/551112_17004.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6202/551112_17004.json
7203,541630,16,0.81,649,https://www.volby.cz/appdata/ps2021/vysled/okrsek/7203/541630_16.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/7203/541630_16.json
3203,558460,1,0.82,592,https://www.volby.cz/appdata/ps2021/vysled/okrsek/3203/558460_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/3203/558460_1.json
7203,541630,3,0.82,609,https://www.volby.cz/appdata/ps2021/vysled/okrsek/7203/541630_3.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/7203/541630_3.json
5203,573990,2,0.82,627,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5203/573990_2.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5203/573990_2.json
7102,500496,16,0.82,633,https://www.volby.cz/appdata/ps2021/vysled/okrsek/7102/500496_16.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/7102/500496_16.json
7203,500062,1,0.82,1164,https://www.volby.cz/appdata/ps2021/vysled/okrsek/7203/500062_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/7203/500062_1.json
7102,505188,1,0.83,721,https://www.volby.cz/appdata/ps2021/vysled/okrsek/7102/505188_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/7102/505188_1.json
8106,554723,13001,0.83,891,https://www.volby.cz/appdata/ps2021/vysled/okrsek/8106/554723_13001.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/8106/554723_13001.json
3101,544256,11,0.84,508,https://www.volby.cz/appdata/ps2021/vysled/okrsek/3101/544256_11.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/3101/544256_11.json
6102,588172,1,0.84,523,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6102/588172_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6102/588172_1.json
4101,554529,2,0.84,617,https://www.volby.cz/appdata/ps2021/vysled/okrsek/4101/554529_2.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/4101/554529_2.json
7102,500496,66,0.84,714,https://www.volby.cz/appdata/ps2021/vysled/okrsek/7102/500496_66.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/7102/500496_66.json
5302,557072,5013,0.85,305,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5302/557072_5013.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5302/557072_5013.json
4205,567027,2,0.85,353,https://www.volby.cz/appdata/ps2021/vysled/okrsek/4205/567027_2.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/4205/567027_2.json
2107,535419,35,0.85,359,https://www.volby.cz/appdata/ps2021/vysled/okrsek/2107/535419_35.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/2107/535419_35.json
2112,541656,9,0.85,507,https://www.volby.cz/appdata/ps2021/vysled/okrsek/2112/541656_9.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/2112/541656_9.json
6202,551091,22006,0.85,509,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6202/551091_22006.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6202/551091_22006.json
5302,574929,1,0.85,510,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5302/574929_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5302/574929_1.json
2106,534676,13,0.85,526,https://www.volby.cz/appdata/ps2021/vysled/okrsek/2106/534676_13.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/2106/534676_13.json
2107,535419,42,0.86,96,https://www.volby.cz/appdata/ps2021/vysled/okrsek/2107/535419_42.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/2107/535419_42.json
7204,585955,2,0.86,207,https://www.volby.cz/appdata/ps2021/vysled/okrsek/7204/585955_2.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/7204/585955_2.json
1100,500208,8100,0.86,335,https://www.volby.cz/appdata/ps2021/vysled/okrsek/1100/500208_8100.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/1100/500208_8100.json
2111,541516,1,0.86,354,https://www.volby.cz/appdata/ps2021/vysled/okrsek/2111/541516_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/2111/541516_1.json
8102,598003,52,0.86,381,https://www.volby.cz/appdata/ps2021/vysled/okrsek/8102/598003_52.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/8102/598003_52.json
3107,552046,23,0.86,500,https://www.volby.cz/appdata/ps2021/vysled/okrsek/3107/552046_23.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/3107/552046_23.json
2107,535451,2,0.86,576,https://www.volby.cz/appdata/ps2021/vysled/okrsek/2107/535451_2.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/2107/535451_2.json
2111,539911,14,0.86,838,https://www.volby.cz/appdata/ps2021/vysled/okrsek/2111/539911_14.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/2111/539911_14.json
6104,590789,2,0.87,377,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6104/590789_2.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6104/590789_2.json
4203,564567,14,0.87,414,https://www.volby.cz/appdata/ps2021/vysled/okrsek/4203/564567_14.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/4203/564567_14.json
2108,537811,1,0.87,602,https://www.volby.cz/appdata/ps2021/vysled/okrsek/2108/537811_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/2108/537811_1.json
6203,583251,5,0.87,602,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6203/583251_5.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6203/583251_5.json
6203,583766,1,0.87,763,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6203/583766_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6203/583766_1.json
3103,546500,1,0.88,445,https://www.volby.cz/appdata/ps2021/vysled/okrsek/3103/546500_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/3103/546500_1.json
5203,573868,16,0.88,465,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5203/573868_16.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5203/573868_16.json
7102,505650,1,0.88,1264,https://www.volby.cz/appdata/ps2021/vysled/okrsek/7102/505650_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/7102/505650_1.json
8104,599344,8,0.89,316,https://www.volby.cz/appdata/ps2021/vysled/okrsek/8104/599344_8.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/8104/599344_8.json
6104,590266,2,0.89,508,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6104/590266_2.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6104/590266_2.json
8106,546224,15002,0.89,536,https://www.volby.cz/appdata/ps2021/vysled/okrsek/8106/546224_15002.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/8106/546224_15002.json
6206,593320,1,0.9,369,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6206/593320_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6206/593320_1.json
6206,593397,1,0.9,411,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6206/593397_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6206/593397_1.json
1100,547107,12032,0.9,480,https://www.volby.cz/appdata/ps2021/vysled/okrsek/1100/547107_12032.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/1100/547107_12032.json
7102,500496,48,0.9,490,https://www.volby.cz/appdata/ps2021/vysled/okrsek/7102/500496_48.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/7102/500496_48.json
2105,534005,8,0.9,541,https://www.volby.cz/appdata/ps2021/vysled/okrsek/2105/534005_8.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/2105/534005_8.json
5201,569810,69,0.9,569,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5201/569810_69.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5201/569810_69.json
6201,581283,16,0.9,569,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6201/581283_16.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6201/581283_16.json
5205,579203,5,0.9,734,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5205/579203_5.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5205/579203_5.json
3203,545970,1008,0.91,345,https://www.volby.cz/appdata/ps2021/vysled/okrsek/3203/545970_1008.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/3203/545970_1008.json
6202,551007,13018,0.91,607,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6202/551007_13018.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6202/551007_13018.json
2102,533203,3,0.91,620,https://www.volby.cz/appdata/ps2021/vysled/okrsek/2102/533203_3.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/2102/533203_3.json
3204,558249,6,0.92,191,https://www.volby.cz/appdata/ps2021/vysled/okrsek/3204/558249_6.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/3204/558249_6.json
3203,545988,2004,0.92,309,https://www.volby.cz/appdata/ps2021/vysled/okrsek/3203/545988_2004.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/3203/545988_2004.json
3203,546208,4016,0.92,318,https://www.volby.cz/appdata/ps2021/vysled/okrsek/3203/546208_4016.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/3203/546208_4016.json
6206,592889,5,0.92,537,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6206/592889_5.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6206/592889_5.json
2101,530883,3,0.92,673,https://www.volby.cz/appdata/ps2021/vysled/okrsek/2101/530883_3.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/2101/530883_3.json
3204,558109,1,0.92,769,https://www.volby.cz/appdata/ps2021/vysled/okrsek/3204/558109_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/3204/558109_1.json
6205,586307,12,0.93,436,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6205/586307_12.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6205/586307_12.json
2111,540757,2,0.93,518,https://www.volby.cz/appdata/ps2021/vysled/okrsek/2111/540757_2.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/2111/540757_2.json
5205,579858,6,0.93,548,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5205/579858_6.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5205/579858_6.json
6101,569780,2,0.93,801,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6101/569780_2.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6101/569780_2.json
8106,554588,14002,0.93,924,https://www.volby.cz/appdata/ps2021/vysled/okrsek/8106/554588_14002.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/8106/554588_14002.json
3101,544256,25,0.94,335,https://www.volby.cz/appdata/ps2021/vysled/okrsek/3101/544256_25.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/3101/544256_25.json
5301,572241,1,0.94,494,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5301/572241_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5301/572241_1.json
5205,579734,1,0.94,583,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5205/579734_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5205/579734_1.json
3104,549576,4,0.94,626,https://www.volby.cz/appdata/ps2021/vysled/okrsek/3104/549576_4.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/3104/549576_4.json
5201,569810,50,0.94,678,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5201/569810_50.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5201/569810_50.json
7105,540501,1,0.94,791,https://www.volby.cz/appdata/ps2021/vysled/okrsek/7105/540501_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/7105/540501_1.json
8106,599549,3,0.94,856,https://www.volby.cz/appdata/ps2021/vysled/okrsek/8106/599549_3.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/8106/599549_3.json
1100,547107,12047,0.95,470,https://www.volby.cz/appdata/ps2021/vysled/okrsek/1100/547107_12047.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/1100/547107_12047.json
7204,585513,3,0.95,667,https://www.volby.cz/appdata/ps2021/vysled/okrsek/7204/585513_3.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/7204/585513_3.json
5203,574121,9,0.96,359,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5203/574121_9.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5203/574121_9.json
3101,544256,20,0.96,373,https://www.volby.cz/appdata/ps2021/vysled/okrsek/3101/544256_20.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/3101/544256_20.json
4102,554961,20,0.96,460,https://www.volby.cz/appdata/ps2021/vysled/okrsek/4102/554961_20.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/4102/554961_20.json
5204,576590,1,0.96,485,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5204/576590_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5204/576590_1.json
5201,569810,70,0.96,643,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5201/569810_70.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5201/569810_70.json
3105,550663,1,0.96,903,https://www.volby.cz/appdata/ps2021/vysled/okrsek/3105/550663_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/3105/550663_1.json
4102,554961,7,0.97,215,https://www.volby.cz/appdata/ps2021/vysled/okrsek/4102/554961_7.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/4102/554961_7.json
2103,532177,1,0.97,334,https://www.volby.cz/appdata/ps2021/vysled/okrsek/2103/532177_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/2103/532177_1.json
6201,581283,1,0.97,351,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6201/581283_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6201/581283_1.json
7202,592021,2,0.97,629,https://www.volby.cz/appdata/ps2021/vysled/okrsek/7202/592021_2.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/7202/592021_2.json
6102,588113,1,0.97,848,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6102/588113_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6102/588113_1.json
5205,579548,1,0.97,1102,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5205/579548_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5205/579548_1.json
6103,548464,2,0.98,83,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6103/548464_2.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6103/548464_2.json
6201,582611,1,0.98,144,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6201/582611_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6201/582611_1.json
5302,557072,5014,0.98,302,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5302/557072_5014.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5302/557072_5014.json
2106,535036,1,0.98,337,https://www.volby.cz/appdata/ps2021/vysled/okrsek/2106/535036_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/2106/535036_1.json
3203,546208,4008,0.98,430,https://www.volby.cz/appdata/ps2021/vysled/okrsek/3203/546208_4008.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/3203/546208_4008.json
5302,575739,1,0.98,432,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5302/575739_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5302/575739_1.json
5201,570109,4,0.98,465,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5201/570109_4.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5201/570109_4.json
7204,585068,27,0.98,485,https://www.volby.cz/appdata/ps2021/vysled/okrsek/7204/585068_27.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/7204/585068_27.json
6202,551082,1004,0.98,603,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6202/551082_1004.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6202/551082_1004.json
3107,553069,4,0.98,624,https://www.volby.cz/appdata/ps2021/vysled/okrsek/3107/553069_4.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/3107/553069_4.json
2106,571784,1,0.98,1223,https://www.volby.cz/appdata/ps2021/vysled/okrsek/2106/571784_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/2106/571784_1.json
6102,588121,1,0.99,328,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6102/588121_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6102/588121_1.json
8104,599191,4,0.99,714,https://www.volby.cz/appdata/ps2021/vysled/okrsek/8104/599191_4.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/8104/599191_4.json
7102,500496,56,1.0,405,https://www.volby.cz/appdata/ps2021/vysled/okrsek/7102/500496_56.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/7102/500496_56.json
2107,535419,38,1.0,423,https://www.volby.cz/appdata/ps2021/vysled/okrsek/2107/535419_38.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/2107/535419_38.json
6105,596973,3,1.0,484,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6105/596973_3.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6105/596973_3.json
2109,533718,1,1.0,523,https://www.volby.cz/appdata/ps2021/vysled/okrsek/2109/533718_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/2109/533718_1.json
2109,538507,1,1.0,551,https://www.volby.cz/appdata/ps2021/vysled/okrsek/2109/538507_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/2109/538507_1.json
1100,500208,8048,1.01,311,https://www.volby.cz/appdata/ps2021/vysled/okrsek/1100/500208_8048.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/1100/500208_8048.json
2103,532835,1,1.01,413,https://www.volby.cz/appdata/ps2021/vysled/okrsek/2103/532835_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/2103/532835_1.json
3101,544256,31,1.01,423,https://www.volby.cz/appdata/ps2021/vysled/okrsek/3101/544256_31.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/3101/544256_31.json
3206,559717,1,1.01,535,https://www.volby.cz/appdata/ps2021/vysled/okrsek/3206/559717_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/3206/559717_1.json
5204,576671,1,1.01,580,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5204/576671_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5204/576671_1.json
6204,585050,1,1.01,827,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6204/585050_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6204/585050_1.json
5301,572331,1,1.02,245,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5301/572331_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5301/572331_1.json
6202,551198,3014,1.02,321,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6202/551198_3014.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6202/551198_3014.json
